partner_type,district,name,contact_link,address,Full Address,city,zip,phone,description,id,lon,lat,online
Physical Health,C,COVID-19 Testing: Consulate General of Mexico,https://consulmex.sre.gob.mx/losangeles/,2401 W. 6th St.,"2401 W. 6th St., Los Angeles, 90057",Los Angeles,90057,(888) 634-1123,"Free Covid testing. Must register in advance under ""Website"" or call for an appointment.",399,-118.2778316,34.061711,no
Physical Health,C,COVID-19 Testing: Dodgers Stadium,https://la.curativeinc.com/welcomee,1101 Scott Ave.,"1101 Scott Ave., Los Angeles, 90012",Los Angeles,90012,211,"Free Covid testing. Must register in advance under ""Website"".",400,-118.244901,34.0749209,no
Physical Health,C,COVID-19 Testing: USC Verily,https://communities.usc.edu/covid-19-community-testing/,3986 Hoover St.,"3986 Hoover St., Los Angeles, 90037",Los Angeles,90037,NA,Free Covid testing site. Must register in advance at https://www.projectbaseline.com/study/covid-19/,401,-118.2872043,34.0117648,no
Physical Health,C,COVID-19 Testing: Good Samaritan Hospital,https://corona-virus.la/,1225 Wilshire Blvd.,"1225 Wilshire Blvd., Los Angeles, 90017",Los Angeles,90017,(213) 977-2121,"Free Covid testing. Must register in advance under ""Website"".",402,-118.2649048,34.054492,no
Physical Health,C,COVID-19 Testing: Hotchkin Memorial Training Center,https://corona-virus.la/,1700 Stadium Way,"1700 Stadium Way, Los Angeles, 90012",Los Angeles,90012,(855) 552-5233,Testing only available to LAFD workers and family. .,403,-118.2425579,34.0693773,no
Physical Health,C,COVID-19 Testing: Total Testing Solutions,https://www.coronavirustestingla.com/,2130 James M. Wood Blvd.,"2130 James M. Wood Blvd., Los Angeles, 90006",Los Angeles,90006,(323) 238-3324,"Free Covid-19 testing site. Must register in advance on the link under ""Website"".",404,-118.2795673,34.0535147,no
Physical Health,C,COVID-19 Testing: St. Johns Well Child and Family Clinic- Magnolia Place,https://www.wellchild.org/,1910 S. Magnolia Place,"1910 S. Magnolia Place, Los Angeles, 90007",Los Angeles,90007,(323) 541-1411,Community health clinic and free Covid-19 testing site. Register in advance at https://la.curativeinc.com/welcome or call (323) 541-1685.,405,-118.285642,34.0394723,no
Physical Health,C,COVID-19 Testing: St. Johns Well and Child Family Clinic- Rolland Curtis,https://www.wellchild.org/,1060 Exposition Blvd.,"1060 Exposition Blvd., Los Angeles, 90007",Los Angeles,90007,(323) 541-1411,Community health clinic and free Covid-19 testing site. Register in advance at https://la.curativeinc.com/welcome or call (323) 541-1685.,406,-118.2939088,34.0179965,no
Physical Health,C,COVID-19 Testing: St. Johns Well Child and Family Clinic- Warner Traynham Clinic,https://www.wellchild.org/,326 W. 23rd St.,"326 W. 23rd St., Los Angeles, 90007",Los Angeles,90007,(323) 541-1411,Community health clinic and free Covid-19 testing site. Register in advance at https://la.curativeinc.com/welcome or call (323) 541-1685.,407,-118.2715078,34.0293807,no
Physical Health,C,Jefferson High School Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,3401 S. Hooper Ave.,"3401 S. Hooper Ave., Los Angeles, 90011",Los Angeles,90011,(323) 908-4200 ext. 90011,Wellness Center and school based health clinic in operation at this time.,408,-118.2521707,34.0128437,no
Physical Health,C,Manual Arts High School Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,4085 S. Vermont Ave.,"4085 S. Vermont Ave., Los Angeles, 90037",Los Angeles,90037,(323) 290-8360,Wellness Center and school based health clinic in operation at this time.,409,-118.2918287,34.0092279,no
Physical Health,C,Titanium Healthcare,http://www.titaniumextra.com/,"1414 South Grand Ave., Suite 475","1414 South Grand Ave., Suite 475, Los Angeles, 90015",Los Angeles,90015,(213) 765-8123,We are a CBCME – health homes program (HHP) providing community resources to enrolled members and closing the gap in health services by advocating on behalf of patients and assisting with navigating resources.,410,-118.2653905,34.0364666,no
Physical Health,E,COVID-19 Testing Altamed Medical Group,https://corona-virus.la/,2040 Camfield Ave.,"2040 Camfield Ave., Los Angeles, 90040",Los Angeles,90040,(323) 725-8751,Covid testing only available for Altamed patients at this time.,411,-118.1551935,34.0079865,no
Physical Health,E,COVID-19 Testing: Altamed,https://corona-virus.la/,1724 Pennsylvania Ave,"1724 Pennsylvania Ave, Los Angeles, 90033",Los Angeles,90033,(888) 499-9303,Covid testing only availble for Altamed patients at this time.,412,-118.218607,34.047887,no
Physical Health,E,COVID-19 Testing: Altamed Medical and Dental Group- Commerce,https://corona-virus.la/,972 Goodrich Blvd.,"972 Goodrich Blvd., Commerce, 90022",Commerce,90022,(888) 499-9303,Covid testing only available for Altamed patients at this time.,413,-118.154005,34.0176566,no
Physical Health,E,COVID-19 Testing: Cal State LA,https://la.curativeinc.com/welcome,5151 State University Dr.,"5151 State University Dr., Los Angeles, 90032",Los Angeles,90032,(323) 343-3000,"Free Covid-19 testing site. Must register in advance on the link under ""Website"".",414,-118.1736587,34.0620391,no
Physical Health,E,COVID-19 Testing: Clinica Romero,https://clinicaromero.com/,2032 Marengo St.,"2032 Marengo St., Los Angeles, 90033",Los Angeles,90033,(213) 989-7700,Community health center. Free Covid testing site. Must register in advance on line or call the office for testing. Link to online registration: https://la.curativeinc.com/welcome,415,-118.2076132,34.0563576,no
Physical Health,E,COVID-19 Testing: East Los Angeles College,https://la.curativeinc.com/welcome,1301 Avenida Cesar Chavez,"1301 Avenida Cesar Chavez, Los Angeles, 91754",Los Angeles,91754,NA,Free Covid-19 testing site. Must register in advance at https://la.curativeinc.com/welcome,416,-118.1509726,34.0410891,no
Physical Health,E,COVID-19 Testing: Lincoln Park,https://la.curativeinc.com/welcome,3501 Valley Blvd.,"3501 Valley Blvd., Los Angeles, 90031",Los Angeles,90031,NA,"Free Covid-19 testing site. Must register in advance on the link under ""Website"".",417,-118.2059025,34.0654262,no
Physical Health,E,COVID-19 Testing Lincoln High School St. Johns Well Child and Family Center,https://www.wellchild.org/,2512 Alta St.,"2512 Alta St., Los Angeles, 90031",Los Angeles,90031,(323) 441-2139,Free Covid-19 testing site. Must register in advance at https://la.curativeinc.com/welcome or by calling (323) 541-1685,418,-118.2037063,34.0761641,no
Physical Health,E,COVID-19 Testing: Total Testing Solutions,https://www.coronavirustestingla.com/,1724 Pennsylvania Ave.,"1724 Pennsylvania Ave., Los Angeles, 90033",Los Angeles,90033,(323) 238-3324,"Free Covid-19 testing site. Must register in advance on the link under ""Website"".",419,-118.218607,34.047887,no
Physical Health,E,COVID-19 Testing: Via Care Cesar Chavez Health Care Center,https://www.viacarela.org/,4755 E. Cesar E. Chavez Ave.,"4755 E. Cesar E. Chavez Ave., Los Angeles, 90022",Los Angeles,90022,(323) 268-9191,Community health care clinic and free Covid testing site. Must call in advance to make an appointment.,420,-118.1628503,34.0409162,no
Physical Health,E,Elizabeth Learning Center Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,4811 Elizabeth St.,"4811 Elizabeth St., Los Angeles, 90201",Los Angeles,90201,(323) 905-5801,Wellness Center and school based health clinic. Clinic is CLOSED at this time.,421,-118.1830734,33.963157699999996,no
Physical Health,E,Gage Middle School Center Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,2975 Zoe Ave.,"2975 Zoe Ave., Huntington Park, 90255",Huntington Park,90255,(323) 826-9449,Wellness Center and school based health clinic. Clinic is CLOSED at this time.,422,-118.2158846,33.9795878,no
Physical Health,S,Carson High School Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,270 E. 223rd St.,"270 E. 223rd St., Carson, 90745",Carson,90745,(310) 802-6170,Wellness Center and school based health clinic in operation at this time.,423,-118.2726702,33.8237712,no
Physical Health,S,COVID-19 Testing: Altamed Medical and Dental Group- South Gate,https://corona-virus.la/,8627 Atlantic Ave.,"8627 Atlantic Ave., South Gate, 90280",South Gate,90280,(888) 499-9303,Covid testing only availble for Altamed patients at this time.,424,-118.1841849,33.9545762,no
Physical Health,S,COVID-19 Testing: Bellflower Site,https://corona-virus.la/,16600 Civic Center Plaza,"16600 Civic Center Plaza, Bellflower, 90706",Bellflower,90706,(562) 804-1424,"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts"".",425,-118.1218687,33.8836423,no
Physical Health,S,COVID-19 Testing: Charles R. Drew Campus,https://corona-virus.la/,1731 E. 120th St.,"1731 E. 120th St., Los Angeles, 90059",Los Angeles,90059,(323) 563-4800,Testing site currently closed at this time.,426,-118.2428859,33.9254883,no
Physical Health,S,COVID-19 Testing: Harbor UCLA Hospital,https://corona-virus.la/,21840 Normandie Ave.,"21840 Normandie Ave., Torrance, 90502",Torrance,90502,(424) 306-4000,"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts"".",427,-118.2986129,33.8287066,no
Physical Health,S,COVID-19 Testing: Hubert H. Humphrey Comprehensive Health Center- DHS,https://dhs.lacounty.gov/,5850 S. Main St.,"5850 S. Main St., Los Angeles, 90003",Los Angeles,90003,(323) 897-6000,Community health center and free Covid testing site. Must register in advance at https://la.curativeinc.com/welcomeor call the office.,428,-118.273401,33.9883999,no
Physical Health,S,COVID-19 Testing: Kedren Community Health Center,https://la.curativeinc.com/welcome,4211 Avalon St,"4211 Avalon St, Los Angeles, 90011",Los Angeles,90011,(323) 499-3619,"Free Covid-19 testing site. Must register in advance on the link under ""Website"" or call.",429,-118.2654638,34.0073395,no
Physical Health,S,COVID-19 Testing: LA County Crenshaw Area Optumserve,https://la.curativeinc.com/welcome,3606 W. Exposition Blvd.,"3606 W. Exposition Blvd., Los Angeles, 90016",Los Angeles,90016,211,Free Covid-19 testing site. Must register in advance at https://la.curativeinc.com/welcome,430,-118.3355106,34.0222109,no
Physical Health,S,COVID-19 Testing: MLK Medical Campus,https://la.curativeinc.com/welcom,12021 S. Wilmington Ave,"12021 S. Wilmington Ave, Los Angeles, 90059",Los Angeles,90059,2-1-1 or text: 52-211,Must make an appointment in advance. Link under contacts or text 52-211.,431,-118.2394212,33.9242563,no
Physical Health,S,COVID-19 Testing: South Central Family Health Center,https://www.scfhc.org/,4425 S. Central Ave.,"4425 S. Central Ave., Los Angeles, 90011",Los Angeles,90011,(323) 908-5811,Community health center and free Covid testing site. Must register in advance at https://la.curativeinc.com/welcome or call the office.,432,-118.2567737,34.003116,no
Physical Health,S,COVID-19 Testing: To Help Everyone Health and Wellness Center,https://www.tohelpeveryone.org/,3834 S. Western Ave.,"3834 S. Western Ave., Los Angeles, 90062",Los Angeles,90062,(323) 730-1920,Community health center and free Covid testing site. Must register in advance at https://la.curativeinc.com/welcome or call the office.,433,-118.3086601,34.0161145,no
Physical Health,S,Crenshaw High School Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,5010 11th Ave.,"5010 11th Ave., Los Angeles, 90043",Los Angeles,90043,(323) 730-1920 ext. 5005,Wellness Center and school based health clinic. Clinic is CLOSED at this time.,434,-118.3296889,33.9973138,no
Physical Health,S,Fremont High School Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,7821 S. Avalon,"7821 S. Avalon, Los Angeles, 90003",Los Angeles,90003,(323) 404-9270,Wellness Center and school based health clinic in operation at this time.,435,-118.2651723,33.9682258,no
Physical Health,Various,AVORS Medical Group,https://corona-virus.la/,42135 10th Street West,"42135 10th Street West, Lancaster, 93534",Lancaster,93534,(661) 726-5005,"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",437,-118.1483828,34.6484654,no
Physical Health,Various,Beach Cities Health District,https://www.bchd.org/,514 N Prospect Ave Unit 102,"514 N Prospect Ave Unit 102, Redondo Beach, 90277",Redondo Beach,90277,(310) 374-3476 ext. 256,"Mon-Sun: 8:30 a.m. - 5:00 p.m.. Assistance for Older Adults & Adults with Disabilities: Assistance, Health-Related Information & . you have questions or concerns or are interested in health referrals, please reach out to our information and referral line.",438,-118.3789046,33.8533531,no
Physical Health,Various,Centinela Hospital Medical Center,https://www.centinelamed.com/,555 E Hardy St,"555 E Hardy St, Inglewood, 90301",Inglewood,90301,(310) 680-8088 - office (909) 272-5472 - cell,Emergency department medical services and labor and delivery,441,-118.3479953,33.9505544,no
Physical Health,Various,COVID-19 El Monte Testing Site,https://corona-virus.la/,4233 Santa Anita Ave.,"4233 Santa Anita Ave., El Monte, 91731",El Monte,91731,NA,"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts"".",442,-118.031531,34.0855057,no
Physical Health,Various,COVID-19 Testing : Long Beach City College,https://corona-virus.la/,1305 E. Pacific Coast Hwy.,"1305 E. Pacific Coast Hwy., Long Beach, 90806",Long Beach,90806,(562) 938-3047,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",443,-118.1747617,33.7898524,no
Physical Health,Various,COVID-19 Testing Pasadena Rose Bowl,https://corona-virus.la/,1001 Rose Bowl Dr.,"1001 Rose Bowl Dr., Pasadena, 91003",Pasadena,91003,(626) 577-3100,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",444,-118.1674865,34.1606364,no
Physical Health,Various,COVID-19 Testing Site Bellflower,https://corona-virus.la/,16600 Civic Center Plaza,"16600 Civic Center Plaza, Bellflower, 90706",Bellflower,90706,NA,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact""",445,-118.1218687,33.8836423,no
Physical Health,Various,COVID-19 Testing: Antelope Valley Mall,https://corona-virus.la/,1233 Rancho Vista Blvd.,"1233 Rancho Vista Blvd., Palmdale, 93551",Palmdale,93551,NA,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",446,-118.1530999,34.6038198,no
Physical Health,Various,COVID-19 Testing: Beverly Hospital,https://corona-virus.la/,309 W. Beverly Blvd.,"309 W. Beverly Blvd., Montebello, 90640",Montebello,90640,NA,NA,447,-118.100165,34.0150831,no
Physical Health,Various,COVID-19 Testing: East Los Angeles College,https://corona-virus.la/,1301 Avenida Cesar Chavez,"1301 Avenida Cesar Chavez, Montery Park, 91754",Montery Park,91754,(323) 265-8650,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",448,-118.1509726,34.0410891,no
Physical Health,Various,COVID-19 Testing: Glendale Memorial Hospital,https://corona-virus.la/,222 W. Eulalia St.,"222 W. Eulalia St., Glendale, 91204",Glendale,91204,(818) 476-7292,"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",449,-118.2570935,34.1263324,no
Physical Health,Various,COVID-19 Testing: Hansen Dam Recreation Center,https://corona-virus.la/,11798 Foothill Blvd.,"11798 Foothill Blvd., Lake View Terrace, 91342",Lake View Terrace,91342,(818) 899-3779,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",450,-118.3897596,34.2713627,no
Physical Health,Various,COVID-19 Testing: High Desert Medical Group,https://corona-virus.la/,43839 15th St. West,"43839 15th St. West, Lancaster, 93534",Lancaster,93534,(661) 945-5984,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",451,-118.1579626,34.6788432,no
Physical Health,Various,COVID-19 Testing: Los Angeles County Fairplex,https://corona-virus.la/,1101 W. McKinley Ave,"1101 W. McKinley Ave, Pomona, 91768",Pomona,91768,(909) 623-3111,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",452,-117.7679599,34.0858145,no
Physical Health,Various,COVID-19 Testing: Northridge Hospital Medical Center,https://corona-virus.la/,18460 Roscoe Blvd.,"18460 Roscoe Blvd., Northridge, 91325",Northridge,91325,(818) 885-8500,"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",453,-118.5356241,34.2203115,no
Physical Health,Various,COVID-19 Testing: Pico Rivera Passons Altamed,https://corona-virus.la/,6336 Passons Blvd.,"6336 Passons Blvd., Pico Rivera, 90660",Pico Rivera,90660,(562) 949-0965,"Must register in advance with LAcity.org and meet eligibility requirements for testing. LInk under ""Contact"".",454,-118.0856112,33.9849038,no
Physical Health,Various,COVID-19 Testing: Santa Clarita,https://corona-virus.la/,26455 Rockwell Canyon Rd.,"26455 Rockwell Canyon Rd., Santa Clarita, 91355",Santa Clarita,91355,NA,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",455,-118.5705894,34.4043812,no
Physical Health,Various,COVID-19 Testing: South Bay Galleria,https://corona-virus.la/,1815 Hawthorne Blvd.,"1815 Hawthorne Blvd., Redondo Beach, 90278",Redondo Beach,90278,NA,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",456,-118.3560566,33.8717108,no
Physical Health,Various,COVID-19 Testing: West Covina Urgent Care,https://corona-virus.la/,1300 S. Sunset Ave,"1300 S. Sunset Ave, West Covina, 91790",West Covina,91790,(888) 499-9303,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",457,-117.946959,34.0598113,no
Physical Health,Various,COVID-19: Inglewood Testing Site (Forum),https://corona-virus.la/,3900 W. Manchester Blvd.,"3900 W. Manchester Blvd., Inglewood, 90305",Inglewood,90305,NA,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",458,-118.3420621,33.9580853,no
Physical Health,Various,North Hills Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,9119 Haskell Ave.,"9119 Haskell Ave., North Hills, 91343",North Hills,91343,(818) 763-8836,Wellness Center,463,-118.476816,34.2363528,no
Physical Health,W,COVID-19 Testing: Cedars Sinai,https://corona-virus.la/,8730 Alden Dr.,"8730 Alden Dr., Los Angeles, 90059",Los Angeles,90059,(310) 423-3277,"Must register in advance at LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",466,-118.3828082,34.0750072,no
Physical Health,W,COVID-19 Testing: Crenshaw Christian Center,https://corona-virus.la/,7901 S. Vermont Ave.,"7901 S. Vermont Ave., Los Angeles, 90044",Los Angeles,90044,(323) 758-3777,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",467,-118.2917513,33.9677748,no
Physical Health,W,COVID-19 Testing: VA Parking Lot 15,https://corona-virus.la/,100 Constitution Ave,"100 Constitution Ave, Los Angeles, 90095",Los Angeles,90095,NA,"Must register in advance at LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",468,-118.4575509,34.0586909,no
Physical Health,W,Venice Family Clinic,https://venicefamilyclinic.org/news/stories/changes-to-our-services/,604 Rose Ave,"604 Rose Ave, Venice, 90291",Venice,90291,(310) 392-8636,Low cost/free primary health clinic. Part of MyHealth LA program for undocumented immigrants. Pleasee see link for modified service and hours. Simms/Mann Clinic is temporarily closed at this time.,469,-118.4715237,33.9991486,no
Physical Health,W,Washington Prep Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,1555 W. 110th St.,"1555 W. 110th St., Los Angeles, 90047",Los Angeles,90047,(323) 757-2775,Wellness Center,470,-118.304883,33.9362762,no
Physical Health,W,Claris Health,https://www.clarishealth.org/,11500 W Olympic Blvd #570,"11500 W Olympic Blvd , Los Angeles, 90064",Los Angeles,90064,(310) 268-8400,"Pregnancy testing, ultrasound, STD testing, prenatal care, therapy, case management, parenting classes (including court-mandated), support groups.",471,-118.4441018,34.0357522,no
Physical Health,C,Belmont High School Wellness Center- Asian Pacific Healthcare Venture,https://www.aphcv.org/,180 Union Pl.,"180 Union Pl., Los Angeles, 90026",Los Angeles,90026,(323) 644-3880 ext. 702,School-based health and wellness clinic that is currently in operation. Please call in advance to make an appointment for immunizations.,472,-118.2649733,34.0619384,no
Physical Health,C,Jefferson High School Wellness Center- South Central Family Health Center,https://www.wattshealth.org/,3410 Hooper Ave.,"3410 Hooper Ave., Los Angeles, 90011",Los Angeles,90011,(323) 908-4200,School-based health and wellness clinic. Only open for dental appointments at this time.,473,-118.2519771,34.0130004,no
Physical Health,C,Manual Arts High School Wellness Center- St. Johns Well Child and Family Center,https://www.wellchild.org/,4085 S. Vermont Ave.,"4085 S. Vermont Ave., Los Angeles, 90037",Los Angeles,90037,(323) 541-1631 ext. 2002,School-based health and wellness clinic that is currently in operation. Please call in advance to make an appointment for immunizations.,474,-118.2918287,34.0092279,no
Physical Health,C,LAC + USC Pediatric Drive Up Vaccine Services,https://uscpediatrics.com/,1192 N. State St.,"1192 N. State St., Los Angeles, 90033",Los Angeles,90033,(323) 409-8392,"Drive-up free vaccine services. Wednesdays: 8:00 am - 12:00 pm & Fridays: 12:00 pm - 4:00 pm. Please call to make an appointment in advance and indicate ""LAUSD referral"".",475,-118.2100841,34.0593394,no
Physical Health,C,COVID-19 Vaccination site- Dodgers Stadium,https://carbonhealth.com/covid-19-vaccines,1000 Vin Scully Dr.,"1000 Vin Scully Dr., Los Angeles, 90012",Los Angeles,90012,https://www.mlb.com/dodgers/ballpark/transportation/directions,Drive up Covid-19 vaccination site. Currently only allocating vaccination to people 65 years or older and Tier 1 Phase A populations.,476,-118.2479584,34.0723102,no
Physical Health,E,Garfield High School- Via Care Wellness Center,https://www.viacarela.org/,501 S. Woods Ave,"501 S. Woods Ave, Los Angeles, 90022",Los Angeles,90022,(323) 262-0721,School-based health and wellness clinic that is currently in operation. Please call in advance to make an appointment for immunizations.,477,-118.1571589,34.0258074,no
Physical Health,E,COVID-19 vaccination site- LAFD Lincoln Park Station,https://carbonhealth.com/covid-19-vaccines,3501 Valley Blvd.,"3501 Valley Blvd., Los Angeles, 90031",Los Angeles,90031,"Please see ""contact link""",Covid-19 vaccination site. Currently only allocating vaccination to people 65 years or older and Tier 1 Phase A populations.,478,-118.2059025,34.0654262,no
Physical Health,NE,COVID-19 vaccination site- LAFD Hansen Station,https://carbonhealth.com/covid-19-vaccines,11798 Foothill Blvd.,"11798 Foothill Blvd., Los Angeles, 91342",Los Angeles,91342,"Please see ""contact link""",Covid-19 vaccination site. Currently only allocating vaccination to people 65 years or older and Tier 1 Phase A populations.,479,-118.3897596,34.2713627,no
Physical Health,NE,North Hills Wellness Center- James Monroe High School,https://www.childguidance.org/2018/04/north-hills/,9119 Haskell Ave,"9119 Haskell Ave, North Hills, 91343",North Hills,91343,(818) 762-8836,School-based health and wellness clinic that is currently in operation. Please call in advance to make an appointment for immunizations.,480,-118.476816,34.2363528,no
Physical Health,NE,COVID-19 vaccination site- LAFD San Fernando Station,https://carbonhealth.com/covid-19-vaccines,208 Park Ave.,"208 Park Ave., San Fernando, 91340",San Fernando,91340,"Please see ""contact link""",Covid-19 vaccination site. Currently only allocating vaccination to people 65 years or older and Tier 1 Phase A populations.,481,-118.4339714,34.2809408,no
Physical Health,NW,COVID-19 Vaccination site- Cal State Northridge,http://www.publichealth.lacounty.gov/media/Coronavirus/vaccine/index.htm,18111 Nordhoff St.,"18111 Nordhoff St., Los Angeles, 91330",Los Angeles,91330,"Please see ""contact link""",Covid-19 vaccination site. Currently only allocating vaccination to people 65 years or older and Tier 1 Phase A populations.,482,-118.5262521,34.2399364,no
Physical Health,S,Carson High School Wellness Center- South Bay Family Health Care,https://www.sbfhc.org/,270 E. 223rd St.,"270 E. 223rd St., Carson, 90745",Carson,90745,(310) 802-6170 & (310) 221-6800 (Spanish),School-based health and wellness clinic that is currently in operation. Please call in advance to make an appointment for immunizations.,483,-118.2726702,33.8237712,no
Physical Health,S,Fremont High School Wellness Center- UMMA Community Clinic,https://www.ummaclinic.org/fremont-wellness-center/,7821 S. Avalon Blvd.,"7821 S. Avalon Blvd., Los Angeles, 90003",Los Angeles,90003,(323) 789-5610,School-based health and wellness clinic that is currently in operation. Please call in advance to make an appointment for immunizations.,484,-118.2651723,33.9682258,no
Physical Health,S,COVID-19 vaccination site- LAFD Crenshaw Station,https://carbonhealth.com/covid-19-vaccines,1261 W. 79th St.,"1261 W. 79th St., Los Angeles, 90044",Los Angeles,90044,"Please see ""contact link""",Covid-19 vaccination site. Currently only allocating vaccination to people 65 years or older and Tier 1 Phase A populations.,485,-118.2974505,33.9678951,no
Physical Health,S,COVID-19 vaccination site- LA County Office of Education (LACOE),http://www.publichealth.lacounty.gov/media/Coronavirus/vaccine/index.htm,12830 Columbia Way,"12830 Columbia Way, Downey, 90242",Downey,90242,"Please see ""contact link""",Covid-19 vaccination site. Currently only allocating vaccination to people 65 years or older and Tier 1 Phase A populations.,486,-118.1325575,33.915034,no
Physical Health,W,Washington Prep High School- St. Johns Well Child and Family Center,https://www.wellchild.org/,1555. W. 100th St.,"1555. W. 100th St., Los Angeles, 90047",Los Angeles,90047,(323) 757-2771,School-based health and wellness clinic that is currently in operation. Please call in advance to make an appointment for immunizations.,487,-118.3045271,33.9355221,no
Physical Health,W,COVID-19 Vaccination site- The Forum,/http://www.publichealth.lacounty.gov/media/Coronavirus/vaccine/index.htm,3900 W. Manchester Blvd.,"3900 W. Manchester Blvd., Inglewood, 90305",Inglewood,90305,"Please see ""contact link""",Covid-19 vaccination site. Currently only allocating vaccination to people 65 years or older and Tier 1 Phase A populations.,488,-118.3420621,33.9580853,no
Physical Health,Various,COVID-19 vaccination site- Magic Mountain,http://www.publichealth.lacounty.gov/media/Coronavirus/vaccine/index.htm,26101 Magic Mountain Pkwy,"26101 Magic Mountain Pkwy, Valencia, 91355",Valencia,91355,"Please see ""contact link""",Covid-19 vaccination site. Currently only allocating vaccination to people 65 years or older and Tier 1 Phase A populations.,489,-118.5893952,34.4213616,no
Physical Health,Various,COVID-19 vaccination site Pomona Fairplex,http://www.publichealth.lacounty.gov/media/Coronavirus/vaccine/index.htm,1101 W. McKinley Ave.,"1101 W. McKinley Ave., Pomona, 91768",Pomona,91768,"Please see ""contact link""",Covid-19 vaccination site. Currently only allocating vaccination to people 65 years or older and Tier 1 Phase A populations.,490,-117.7679599,34.0858145,no
Physical Health,C,Central Public Health Center,https://locator.lacounty.gov/lac/Location/3182350/central-public-health-center,241 N. Figueroa St.,"241 N. Figueroa St., Los Angeles, 90012",Los Angeles,90012,(213) 288-8204,Free Influenza vaccinations starting the week of 10/26/20. Monday-Friday: 8:00 am - 2:00 pm,491,-118.2503782,34.0593152,no
Physical Health,E,Whittier Health Center,https://locator.lacounty.gov/lac/Location/3182359/whittier-public-health-center,7643 S. Painter Ave,"7643 S. Painter Ave, Whittier, 90602",Whittier,90602,(562) 464-5350,Free Influenza vaccinations starting the week of 10/26/20.Tuesday - Friday: 8:00 am - 4:00 pm. Evening hours are Thursdays: 4:00 pm - 7:00 pm.,492,-118.0331319,33.97222259999999,no
Physical Health,NE,Pacoima Pubic Health Center,https://locator.lacounty.gov/lac/Location/3182355/pacoima-public-health-center,13300 Van Nuys Blvd.,"13300 Van Nuys Blvd., Pacoima, 91331",Pacoima,91331,(818) 896-1903,"Free influenze vaccinations starting the week of 10/26/20. Mon, Wed, & Fri: 8:00 am - 4:00 pm.",493,-118.4229277,34.265135,no
Physical Health,NW,North Hollywood Health Center,https://locator.lacounty.gov/health/Location/3182354/north-hollywood-public-health-center,5300 N. Tujunga Ave,"5300 N. Tujunga Ave, North Hollywood, 91601",North Hollywood,91601,(818) 766-3982,"Free influenza vaccinations starting week of 10/26/20. Tues, Thurs, & Fri: 8:00 am - 4:00 pm. Free drive thru Covid-19 testing.",494,-118.3787455,34.1672646,no
Physical Health,S,Martin Luther King Jr. Center for Public Health,http://publichealth.lacounty.gov/CHS/SPA6/index.htm,11833 S. Wilmington Ave,"11833 S. Wilmington Ave, Los Angeles, 90059",Los Angeles,90059,(323) 568-8100,"Free influenza vaccinations starting week of 10/26/20. Tues, Thurs, & Fri: 8:00 am - 4:00 pm. Free drive thru Covid-19 testing.",495,-118.239391,33.925055,no
Housing,C,Alexandria House,https://www.alexandriahouse.org/contact,426 S. Alexandria Ave,"426 S. Alexandria Ave, Los Angeles, 90020",Los Angeles,90020,(213) 381-2649,Transitional residence for women and children.,496,-118.2975853,34.0663208,no
