category	district	name	contact_link	address	Full Address	city	zip	phone	description	id	lon	lat	online
Mental Health	Various	SBCC Thrive LA	https://www.sbccthrivela.org/	540 N Marine Ave.	540 N Marine Ave., Wilmington, 90744	Wilmington	90744	(310) 251-0450	Mental Health and Wellness.	351	-118.263306	33.7768651	no
Mental Health	Various	South Asian Network	http://southasiannetwork.org/	18173 Pioneer Blvd, Suite I	18173 Pioneer Blvd, Suite I, Artesia, 90701	Artesia	90701	(562) 403-0488	Mental Health and Wellness. Taking calls only.	352	-118.0833357	33.8665038	no
Mental Health	W	Aviva Child and Family Services	https://aviva.org/	7120 Franklin Ave	7120 Franklin Ave, Los Angeles, 90046	Los Angeles	90046	(323) 876-0550	Individual and Family counseling services. Takes Medi-Cal and is open for intake and treatment via tele-health. Also foster care/adoption program.	355	-118.3454655	34.103603	no
Mental Health	W	Didi Hirsch Mental Health Services	https://didihirsch.org/about-us/locations/	4760 S. Sepulveda Blvd	4760 S. Sepulveda Blvd, Culver City, 90232	Culver City	90232	(310) 390-6612	Individual therapy for adults and children. Substance abuse program for adolescents; psychiatric services, and medication support. Temporarily open on Mon, Wed, & Fri for crisis situations only. Accepts Medi-Cal and is open for intake. All services provided via tele health.	356	-118.4038048	34.0015898	no
Mental Health	W	Edelman Mental Health Center	N/A	11080 W. Olympic Blvd.	11080 W. Olympic Blvd., Los Angeles, 90064	Los Angeles	90064	(310) 966-6610	Individual therapy for children ages 5-18 years old. Takes Medi-Cal and private insurance. All services, including intake is provided via tele-health.	357	-118.4374396	34.0401449	no
Mental Health	W	Exceptional Children's Foundation- Mental Health Department	https://www.ecf.net/	5350 Machado Rd.	5350 Machado Rd., Culver City, 90230	Culver City	90230	(310) 204-3300	Outpatient Mental Health Services to Service Area 5 (Includes, Culver City, West LA, Venice, Santa Monica, Palms, Mar Vista); Serving Children and families and Transitional Age Youth who are Medi-Cal beneficiaries. Telehealth.	358	-118.3961368	33.9980704	no
Mental Health	W	Home-SAFE	https://www.vistadelmar.org/about/facilities/	6926 Melrose Ave	6926 Melrose Ave, Los Angeles, 90038	Los Angeles	90038	(323) 934-7979 - ofc (323) 285-2401 - cell	Provides free services to low income families with pregnant women and children Zero to three years. Weekly home visits that focus on counseling, parent education, child development guidance, nutrition/dental care information, and case management services. Outreach completed online.	359	-118.3424423	34.0832145	no
Mental Health	W	Southern Californa Counseling Center	https://sccc-la.org/	5615 W. Pico Blvd.	5615 W. Pico Blvd., Los Angeles, 90019	Los Angeles	90019	(323) 937-1344	Please call before going to the center. Tele health provided only to middle school, high school students and adults. No insurance, sliding scale only.	360	-118.3604622	34.0502736	no
Mental Health	W	UCLA Family STAR Clinic	https://nfrc.ucla.edu/STARClinic	740 Westwood Plaza	740 Westwood Plaza, Los Angeles, 90095	Los Angeles	90095	(310) 825-7573	Provides evaluation, consultation, prevention and treatment services for children and family members affected by trauma and other challenging events. Family group and parenting classes also available. All services are provided via tele health.	361	-118.4430711	34.0665924	no
Mental Health	W	Vista Del Mar- Child and Family Services	https://www.vistadelmar.org/	3200 Motor Ave	3200 Motor Ave, Los Angeles, 90034	Los Angeles	90034	(310) 836-1223	Individual and Family counseling services. Takes Medi-Cal and is open for intake and treatment via tele-health. Also foster care/adoption program and a residential treatment services.	362	-118.4095652	34.0318543	no
Mental Health	W	Claris Health	https://www.clarishealth.org/	11500 W Olympic Blvd #570	11500 W Olympic Blvd , Los Angeles, 90064	Los Angeles	90064	(310) 268-8400	Provides therapy and parenting classes online.	363	-118.4441018	34.0357522	no
Domestic Violence Human Trafficking	Various	Humano Family Counseling, Inc.	https://humano-family-counseling-inc-psychotherapist.business.site	6709 Greenleaf Ave Ste	6709 Greenleaf Ave Ste, Whittier, 90601	Whittier	90601	(626) 722-2143	We conduct paid and free online trainings regarding Human Trafficking/CSEC Awareness+ Prevention for the public, service providers, and youth; as well as Clinical Training for Service Providers working with HT and CSEC.	364	-118.0377745	33.9806029	no
Domestic Violence Human Trafficking	Various	Lifeline Counseling and Educational Services, Inc.	https://www.facebook.com/LifelineCounselingServices/	271 W. Imperial Hwy., Suite C	271 W. Imperial Hwy., Suite C, La Habra, 90631	La Habra	90631	(562) 706-4251	Trauma Recovery Therapy, Domestic Violence, online services.	365	-117.9477778	33.9175947	no
Domestic Violence Human Trafficking	Various	Rainbow Services	https://rainbowservicesdv.org/	453 West 7th Street	453 West 7th Street, San Pedro, 90731	San Pedro	90731	(310) 547-9343	We provide 24-hr hotline (eng/sp), emergency shelter, transitional housing, community housing, case management, support groups, children's programs, counseling, legal services, outreach and prevention education services.	367	-118.2868067	33.7375675	no
Domestic Violence Human Trafficking	Various	Shepherd’s Door Domestic Violence Resource Center	https://www.shepherddoor.org/program-services/	P.O.Box 40441	P.O.Box 40441, Pasadena, 91104	Pasadena	91104	(626) 765-9967 (626) 765-9968	Remotely ( Support Group conferencing by phone on Mon: 6:00 p.m. with (GoToMeeting) email, office calls telephone, texting , email and facetime)	368	-118.1445155	34.1477849	no
Domestic Violence Human Trafficking	Various	Su Casa ~ Ending Domestic Violence	https://www.sucasadv.org	3750 East Anaheim Street, Suite #100	3750 East Anaheim Street, Suite , Long Beach, 90804	Long Beach	90804	(562) 402-4888	Emergency Shelter Services	369	-118.1482228	33.7824038	no
Domestic Violence Human Trafficking	Various	WomenShelter of Long Beach	https://www.womenshelterlb.org	4201 Long Beach Blvd., Ste. 102	4201 Long Beach Blvd., Ste. 102, Long Beach, 90807	Long Beach	90807	(562) 437-7233 - dv resour ctr (562) 437-4663 - crisis hotline	Supportive Services for victims of domestic violence and their children	372	-118.1898371	33.8348295	no
Domestic Violence Human Trafficking	Various	YWCA - San Gabriel Valley - WINGS	https://ywcasgv.xyz/about	943 N. Grand Ave.	943 N. Grand Ave., Covina, 91724	Covina	91724	(626) 967-0658	Domestic Violence services, 24hr helpline, 45 Emergency Shelter. Counseling, Support groups	373	-117.8728558	34.0969477	no
Domestic Violence Human Trafficking	Various	YWCA Glendale Domestic Violence Center & Emergency Shelter	https://www.glendaleywca.org/what-were-doing/domestic-violence-programs/	735 East Lexington Drive	735 East Lexington Drive, Glendale, 91206	Glendale	91206	(888) 999-7511	Domestic Violence Services	374	-118.2454443	34.1520733	no
Domestic Violence Human Trafficking	NW / NE	Women Crowned In Glory, Inc./Safe Passage	https://safepassageheals.org/	P.O. Box 40034	P.O. Box 40034, Studio City, 91614	Studio City	91614	(818) 232-7476	Counseling on the phone/Zoom and shelter resources with emergency hotlines to call.	376	-118.3870991	34.1395597	no
Domestic Violence Human Trafficking	Various	Crime Survivors Resource Center	https://crimesurvivors.org/	PO Box 54552	PO Box 54552, Irvine, 92619	Irvine	92619	(844) 853-4673 (949) 872-7895 - cell	Services Provided Determined Upon Intake: (food, hygiene items, diapers, necessities, virtual support groups, classes, resources and hope and healing)	378	-117.7659237	33.66824210000001	no
Domestic Violence Human Trafficking	Various	Humansave	https://humansave.org	404 E 1st St	404 E 1st St, Long Beach, 90802	Long Beach	90802	(562) 888-0386	Specialized therapy for human trafficking and CSEC survivors ages 2+ across LA, Orange, Riverside, and San Bernardino counties. We focus on working with victims and family living in the household, whenever possible. We are now only offering Telehealth therapy. Clients must qualify for VOC (CalVCB) program.	379	-118.1875157	33.7678974	no
Domestic Violence Human Trafficking	Various	Jenesse	https://jenesse.org/	P.O. Box 8476	P.O. Box 8476, Los Angeles, 90008	Los Angeles	90008	(323) 299-9494 - Ofc (800) 479-7328 - Hotline	Shelters are open, but the drop-in center is online only. Jenesse Center provides domestic violence supportive services	380	-118.3491169	34.0083231	no
Domestic Violence Human Trafficking	Various	Journey Out	https://journeyout.org	7136 Haskell Ave Suite 125	7136 Haskell Ave Suite 125, Los Angeles, 91406	Los Angeles	91406	(818) 988-4970	For victims of sex trafficking or commerical sexual exploitation are: crisis response for LAPD for victims of sex trafficking, groups and case management via zoom or other approved apps and a drop-in center by appointment.	381	-118.4746506	34.2002038	no
Domestic Violence Human Trafficking	Various	LA County Workforce Development, Aging & Community Services - Commission on Human Relations	https://wdacs.lacounty.gov/	3175 W 6th St	3175 W 6th St, Los Angeles, 90020	Los Angeles	90020	(323) 719-8891	The LA County Anti-Hate Program is an L.A. County Board of Supervisors program that provides: 1: the ability to report hate acts by calling 211, a network of community agencies that are being mobilized to provide prevention and community response to rising hate violence in county communities.	382	-118.2909834	34.0640768	no
Domestic Violence Human Trafficking	Various	Los Angeles Center for Law & Justice	https://www.laclj.org/	5301 Whittier Blvd 4th floor	5301 Whittier Blvd 4th floor, Los Angeles, 90022	Los Angeles	90022	(323) 980-3500	Provides survivors of domestic violence, sexual assault and/or human trafficking with free legal services and representation in the areas of immigration, family law and/or criminal justice advocacy, among other areas of practice. Also provides clients with safety planning, psycho-education and social service referrals through its Community Care Advocacy Program.	384	-118.1556963	34.02040180000001	no
Domestic Violence Human Trafficking	Various	Los Angeles City Attorney's Office - DV Court Support Program	https://www.lacityattorney.org/courtsupport	201 North Figueroa Street, Suite 1300	201 North Figueroa Street, Suite 1300, Los Angeles, 90012	Los Angeles	90012	(213) 202-5491 - General (213) 505-4037 - San Fernando (213) 605-4716 - Van Nuys	Assistance navigating the criminal court system as the victim of a case with misdemeanor charges related to DV, resources & referrals	385	-118.2514289	34.0590933	no
Domestic Violence Human Trafficking	Various	Los Angeles County Bar Association - Domestic Violence Project	https://www.lacba.org/domestic-violence-legal-services-project	P.O. Box 55020	P.O. Box 55020, Los Angeles, 90055	Los Angeles	90055	(213) 624-3665	Provides information and assistance with the filing of Domestic Violence and Elder Abuse Restraining Orders	386	-118.2584017	34.038371	no
Domestic Violence Human Trafficking	Various	Project: Peacemakers, Inc. (PPMI)	https://www.projectpeacemakersinc.org	1826 W 54th St	1826 W 54th St, Los Angeles, 90062	Los Angeles	90062	(323) 291-2525 - ofc (323) 394-6265 - cell	Domestic Violence/Intimate Partner Violence (DV/IPV) victims and survivors group classes by conference call; 52-week court mandated Child Abusers classes by conference call; individual counseling in person or by phone; Intakes and assessments; TROs fax filing in-person; court assistant; referrals to DV shelters and housing, as well as free donated clothes for woman, men and children, and can food items. Majority of our 12 classes are currently being held by conference call until further. Classes with less than five-participants are in-person at our office.	387	-118.3098533	33.9930372	no
Domestic Violence Human Trafficking	Various	Run 2 Rescue	https://run2rescue.com/	P.O. Box 71238	P.O. Box 71238, Riverside, 92513	Riverside	92513	(888) 224-6062 ext 703 (323) 394-6265 - cell	30 day triage home/emergency shelter (Immediate Hope Home. 9 month Intensive recovery home (Gateway of Hope home). 9 month transitional (Anchor of Hope)	388	-117.3754942	33.9806005	no
Domestic Violence Human Trafficking	W	Coalition to Abolish Slavery and Trafficking (CAST)	https://www.castla.org/about/contact/	3751 West 6th Street, #70308	3751 West 6th Street, , Los Angeles, 90070	Los Angeles	90070	(213)279-2784	We are working with our clients remotely with none or very limited contact in person. Our hotline is still operational and we are providing ER services over the phone. We provide case manangement, legal, ER and shelter.	390	-118.3044586	34.0639033	no
Health Care	C	Manual Arts High School Wellness Center	https://achieve.lausd.net/Page/11905#spn-content	4085 S. Vermont Ave.	4085 S. Vermont Ave., Los Angeles, 90037	Los Angeles	90037	(323) 290-8360	Wellness Center	391	-118.2918287	34.0092279	no
Health Care	C	Titanium Healthcare	http://www.titaniumextra.com/	1414 South Grand Ave., Suite 475	1414 South Grand Ave., Suite 475, Los Angeles, 90015	Los Angeles	90015	(213) 765-8123	We are a CBCME – health homes program (HHP) providing community resources to enrolled members and closing the gap in health services by advocating on behalf of patients and assisting with navigating resources.	392	-118.2653972	34.0364757	no
Health Care	E	COVID-19 Testing Altamed Medical Group	https://corona-virus.la/	2040 Camfield Ave.	2040 Camfield Ave., Los Angeles, 90040	Los Angeles	90040	(323) 725-8751	"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact""."	393	-118.1551935	34.0079865	no
Health Care	E	COVID-19 Testing: Altamed	https://corona-virus.la/	1724 Pennsylvania Ave	1724 Pennsylvania Ave, Los Angeles, 90033	Los Angeles	90033	NA	"Must register in advance with LAcity.org and meet eligibility requirements. Link under ""Contact""."	394	-118.218607	34.047887	no
Health Care	E	COVID-19 Testing: Altamed Medical and Dental Group- Commerce	https://corona-virus.la/	972 Goodrich Blvd.	972 Goodrich Blvd., Commerce, 90022	Commerce	90022	(888) 499-9303	"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contacts""."	395	-118.154005	34.0176566	no
Health Care	E	COVID-19 Testing: Lincoln Park	https://corona-virus.la/	3501 Valley Blvd.	3501 Valley Blvd., Los Angeles, 90031	Los Angeles	90031	NA	Must register in advance with LAcity.org and meet eligibility requirements for testing.	396	-118.1991957	34.0658872	no
Health Care	E	Elizabeth Learning Center Wellness Center	https://achieve.lausd.net/Page/11905#spn-content	4811 Elizabeth St.	4811 Elizabeth St., Los Angeles, 90201	Los Angeles	90201	(323) 905-5801	Wellness Center	397	-118.1830734	33.963157699999996	no
Health Care	E	Gage Middle School Center Wellness Center	https://achieve.lausd.net/Page/11905#spn-content	2975 Zoe Ave.	2975 Zoe Ave., Huntington Park, 90255	Huntington Park	90255	(323) 826-9449	Wellness Center	398	-118.2158846	33.9795878	no
Health Care	Various	AVORS Medical Group	https://corona-virus.la/	42135 10th Street West	42135 10th Street West, Lancaster, 93534	Lancaster	93534	(661) 726-5005	"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact""."	399	-118.1483828	34.6484654	no
Health Care	Various	Beach Cities Health District	https://www.bchd.org/	514 N Prospect Ave Unit 102	514 N Prospect Ave Unit 102, Redondo Beach, 90277	Redondo Beach	90277	(310) 374-3476 ext. 256	Mon-Sun: 8:30 a.m. - 5:00 p.m.. Assistance for Older Adults & Adults with Disabilities: Assistance, Health-Related Information & . you have questions or concerns or are interested in health referrals, please reach out to our information and referral line.	400	-118.3789046	33.8533531	no
Health Care	Various	Centinela Hospital Medical Center	https://www.centinelamed.com/	555 E Hardy St	555 E Hardy St, Inglewood, 90301	Inglewood	90301	(310) 680-8088 - office (909) 272-5472 - cell	Emergency department medical services and labor and delivery	401	-118.3482959	33.9504805	no
Health Care	Various	COVID-19 El Monte Testing Site	https://corona-virus.la/	4233 Santa Anita Ave.	4233 Santa Anita Ave., El Monte, 91731	El Monte	91731	NA	"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts""."	402	-118.031531	34.0855057	no
Health Care	Various	COVID-19 Testing : Long Beach City College	https://corona-virus.la/	1305 E. Pacific Coast Hwy.	1305 E. Pacific Coast Hwy., Long Beach, 90806	Long Beach	90806	(562) 938-3047	"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact""."	403	-118.1747617	33.7898524	no
Health Care	Various	COVID-19 Testing Pasadena Rose Bowl	https://corona-virus.la/	1001 Rose Bowl Dr.	1001 Rose Bowl Dr., Pasadena, 91003	Pasadena	91003	(626) 577-3100	"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts""."	404	-118.1674865	34.1606364	no
Health Care	Various	COVID-19 Testing Site Bellflower	https://corona-virus.la/	16600 Civic Center Plaza	16600 Civic Center Plaza, Bellflower, 90706	Bellflower	90706	NA	"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"""	405	-118.1218687	33.8836423	no
Health Care	Various	COVID-19 Testing: Antelope Valley Mall	https://corona-virus.la/	1233 Rancho Vista Blvd.	1233 Rancho Vista Blvd., Palmdale, 93551	Palmdale	93551	NA	"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact""."	406	-118.1530999	34.6038198	no
Health Care	Various	COVID-19 Testing: Beverly Hospital	https://corona-virus.la/	309 W. Beverly Blvd.	309 W. Beverly Blvd., Montebello, 90640	Montebello	90640	NA	NA	407	-118.100636	34.015015	no
Health Care	Various	COVID-19 Testing: East Los Angeles College	https://corona-virus.la/	1301 Avenida Cesar Chavez	1301 Avenida Cesar Chavez, Montery Park, 91754	Montery Park	91754	(323) 265-8650	"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts""."	408	-118.1509336	34.0410705	no
Health Care	Various	COVID-19 Testing: Glendale Memorial Hospital	https://corona-virus.la/	222 W. Eulalia St.	222 W. Eulalia St., Glendale, 91204	Glendale	91204	(818) 476-7292	"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact""."	409	-118.2570935	34.1263324	no
Health Care	Various	COVID-19 Testing: High Desert Medical Group	https://corona-virus.la/	43839 15th St. West	43839 15th St. West, Lancaster, 93534	Lancaster	93534	(661) 945-5984	"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact""."	410	-118.1581533	34.6787129	no
Health Care	Various	COVID-19 Testing: Los Angeles County Fairplex	https://corona-virus.la/	1101 W. McKinley Ave	1101 W. McKinley Ave, Pomona, 91768	Pomona	91768	(909) 623-3111	"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts""."	411	-117.7679599	34.0858145	no
Health Care	Various	COVID-19 Testing: Northridge Hospital Medical Center	https://corona-virus.la/	18460 Roscoe Blvd.	18460 Roscoe Blvd., Northridge, 91325	Northridge	91325	(818) 885-8500	"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact""."	412	-118.5356241	34.2203115	no
Health Care	Various	COVID-19 Testing: Pico Rivera Passons Altamed	https://corona-virus.la/	6336 Passons Blvd.	6336 Passons Blvd., Pico Rivera, 90660	Pico Rivera	90660	(562) 949-0965	"Must register in advance with LAcity.org and meet eligibility requirements for testing. LInk under ""Contact""."	413	-118.0856112	33.9849038	no
Health Care	Various	COVID-19 Testing: Santa Clarita	https://corona-virus.la/	26455 Rockwell Canyon Rd.	26455 Rockwell Canyon Rd., Santa Clarita, 91355	Santa Clarita	91355	NA	"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts""."	414	-118.5705894	34.4043812	no
Health Care	Various	COVID-19 Testing: South Bay Galleria	https://corona-virus.la/	1815 Hawthorne Blvd.	1815 Hawthorne Blvd., Redondo Beach, 90278	Redondo Beach	90278	NA	"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact""."	415	-118.3560566	33.8717108	no
Health Care	Various	COVID-19 Testing: West Covina Urgent Care	https://corona-virus.la/	1300 S. Sunset Ave	1300 S. Sunset Ave, West Covina, 91790	West Covina	91790	(888) 499-9303	"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts""."	416	-117.946959	34.0598113	no
Health Care	Various	COVID-19: Inglewood Testing Site (Forum)	https://corona-virus.la/	3900 W. Manchester Blvd.	3900 W. Manchester Blvd., Inglewood, 90305	Inglewood	90305	NA	"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact""."	417	-118.3420621	33.9580853	no
Health Care	Various	North Hills Wellness Center	https://achieve.lausd.net/Page/11905#spn-content	9119 Haskell Ave.	9119 Haskell Ave., North Hills, 91343	North Hills	91343	(818) 763-8836	Wellness Center	418	-118.476816	34.2363528	no
Health Care	Various	COVID-19 Testing: Hansen Dam Recreation Center	https://corona-virus.la/	11798 Foothill Blvd.	11798 Foothill Blvd., Lake View Terrace, 91342	Lake View Terrace	91342	(818) 899-3779	"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact""."	419	-118.3897596	34.2713627	no
Health Care	S	Carson High School Wellness Center	https://achieve.lausd.net/Page/11905#spn-content	270 E. 223rd St.	270 E. 223rd St., Carson, 90745	Carson	90745	(310) 802-6170	Wellness Center	420	-118.2726702	33.8237712	no
Health Care	S	COVID-19 Testing: Altamed Medical and Dental Group- South Gate	https://corona-virus.la/	8627 Atlantic Ave.	8627 Atlantic Ave., South Gate, 90280	South Gate	90280	(888) 499-9303	"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts""."	421	-118.1841849	33.9545762	no
Health Care	S	COVID-19 Testing: Bellflower Site	https://corona-virus.la/	16600 Civic Center Plaza	16600 Civic Center Plaza, Bellflower, 90706	Bellflower	90706	(562) 804-1424	"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts""."	422	-118.1218687	33.8836423	no
Health Care	S	COVID-19 Testing: Charles R. Drew Campus	https://corona-virus.la/	1731 E. 120th St.	1731 E. 120th St., Los Angeles, 90059	Los Angeles	90059	(323) 563-4800	"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts""."	423	-118.2428859	33.9254883	no
Health Care	S	COVID-19 Testing: Harbor UCLA Hospital	https://corona-virus.la/	21840 Normandie Ave.	21840 Normandie Ave., Torrance, 90502	Torrance	90502	(424) 306-4000	"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts""."	424	-118.2986129	33.8287066	no
Health Care	S	COVID-19 Testing: Kedren Community Health Center	https://corona-virus.la/	4211 Avalon St	4211 Avalon St, Los Angeles, 90011	Los Angeles	90011	(323) 233-0425	"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts""."	425	-118.2662752	34.0073148	no
Health Care	S	Crenshaw High School Wellness Center	https://achieve.lausd.net/Page/11905#spn-content	5010 11th Ave.	5010 11th Ave., Los Angeles, 90043	Los Angeles	90043	(323) 730-1920 ext. 5005	Wellness Center	426	-118.3285655	33.997372	no
Health Care	S	Fremont High School Wellness Center	https://achieve.lausd.net/Page/11905#spn-content	7821 S. Avalon	7821 S. Avalon, Los Angeles, 90003	Los Angeles	90003	(323) 404-9270	Wellness Center	427	-118.2651723	33.9682258	no
Health Care	W	COVID-19 Testing: Cedars Sinai	https://corona-virus.la/	8730 Alden Dr.	8730 Alden Dr., Los Angeles, 90059	Los Angeles	90059	(310) 423-3277	"Must register in advance at LAcity.org and meet eligibilty requirements for testing. Link under ""Contact""."	437	-118.3828082	34.0750072	no
Health Care	W	COVID-19 Testing: Crenshaw Christian Center	https://corona-virus.la/	7901 S. Vermont Ave.	7901 S. Vermont Ave., Los Angeles, 90044	Los Angeles	90044	(323) 758-3777	"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact""."	438	-118.2917513	33.9677748	no
Health Care	W	COVID-19 Testing: VA Parking Lot 15	https://corona-virus.la/	100 Constitution Ave	100 Constitution Ave, Los Angeles, 90095	Los Angeles	90095	NA	"Must register in advance at LAcity.org and meet eligibilty requirements for testing. Link under ""Contact""."	439	-118.459646	34.0584731	no
Health Care	W	Venice Family Clinic	https://venicefamilyclinic.org/news/stories/changes-to-our-services/	604 Rose Ave	604 Rose Ave, Venice, 90291	Venice	90291	(310) 392-8636	Low cost/free primary health clinic. Part of MyHealth LA program for undocumented immigrants. Pleasee see link for modified service and hours. Simms/Mann Clinic is temporarily closed at this time.	440	-118.4715237	33.9991486	no
Health Care	W	Washington Prep Wellness Center	https://achieve.lausd.net/Page/11905#spn-content	1555 W. 110th St.	1555 W. 110th St., Los Angeles, 90047	Los Angeles	90047	(323) 757-2775	Wellness Center	441	-118.3045271	33.9355174	no
Health Care	W	Claris Health	https://www.clarishealth.org/	11500 W Olympic Blvd #570	11500 W Olympic Blvd , Los Angeles, 90064	Los Angeles	90064	(310) 268-8400	Pregnancy testing, ultrasound, STD testing, prenatal care, therapy, case management, parenting classes (including court-mandated), support groups.	442	-118.4441018	34.0357522	no
Housing	C	Alexandria House	https://www.alexandriahouse.org/contact	426 S. Alexandria Ave	426 S. Alexandria Ave, Los Angeles, 90020	Los Angeles	90020	(213) 381-2649	Transitional residence for women and children.	443	-118.2975853	34.0663208	no
Housing	C	Angel's Flight	https://catholiccharitiesla.org/angels-flight-for-runaway-and-homeless-youth/	357 S. Westlake Ave	357 S. Westlake Ave, Los Angeles, 90057	Los Angeles	90057	(800) 833-2499 or (213) 318-5730	Runaway shelter for at risk YOUTH age 10-17 who are in LA County, including pregnant and undocumented youth. 16 bed capacity, but are limiting it to 10. Still taking clients.	444	-118.2728757	34.0610472	no
Housing	C	Casa De Algeria	http://laoyc.org/location/casa-de-alegria	469 North Ave. 52	469 North Ave. 52, Los Angeles, 90042	Los Angeles	90042	(323) 256-6975	Provides housing services for women with children: boys up to age 10 and girls, age 12.	445	-118.2035774	34.1124883	no
Housing	C	Central Recreation Center	https://www.laparks.org/reccenter/central	1357 E. 22nd St	1357 E. 22nd St, Los Angeles, 90011	Los Angeles	90011	(213) 485-4435	47 co-ed emergency shelter beds and 3 meals are provided for the residents. Drop in- first come, first serve.	446	-118.2515202	34.020962	no
Housing	C	Downtown Women's Center	https://www.downtownwomenscenter.org/	442 S. San Pedro St.	442 S. San Pedro St., Los Angeles, 90011	Los Angeles	90011	(213) 225-8032	Meals, clothing, housing assistance. They are also available online	447	-118.2432057	34.0446522	no
Housing	C	Echo Park Community Center	https://www.laparks.org/reccenter/echo	1632 Bellevue Ave.	1632 Bellevue Ave., Los Angeles, 90026	Los Angeles	90026	(213) 250-3578	29 co-ed emergency shelter beds. 3 meals provided for all residents. Drop in and waiting list.	448	-118.2600832	34.0697652	no
Housing	C	Good Shephard Center For Homeless Women	N/A	267 N. Belmont Ave.	267 N. Belmont Ave., Los Angeles, 90026	Los Angeles	90026	(213) 250-5241	90 day shelter for homeless single women. Outreach services and houding support. Drop ins and outreach has been suspended temporarily.	449	-118.2635573	34.0666535	no
Housing	C	Lafayette Recreation Center	https://www.laparks.org/reccenter/lafayette-multipurpose-community	625 S. Lafayette Park Pl.	625 S. Lafayette Park Pl., Los Angeles, 90057	Los Angeles	90057	(213) 384-0562	44 co-ed emergency shelter beds and 3 meals are provided to residents. Drop in- first come, first serve.	450	-118.2833127	34.0620233	no
Housing	C	New Economics For Women	https://neweconomicsforwomen.org/programs-and-services-2/#housing	375 S. Columbia Ave	375 S. Columbia Ave, Los Angeles, 90017	Los Angeles	90017	(213) 483-2058	Affordable housing for working families, economic mobility workshops, home ownership program.	452	-118.2658641	34.0574142	no
Housing	C	Weingart Center	https://www.weingart.org/	566. S. San Pedro St.	566. S. San Pedro St., Los Angeles, 90013	Los Angeles	90013	(213) 689-6132	Coed shelter: 48 male beds and 11 female beds. Open until September 2020.	454	-118.24493820000001	34.04248	no
Housing	E	Los Angeles House Of Ruth	https://losangeleshouseofruth.com/contact/	PO Box 33288	PO Box 33288, Boyle Heights, 90033	Boyle Heights	90033	(323) 266-4139	Emergency family shelter, transitional housing, permanent housing assistance, food nutrition program, mental health services for women and children.	456	-118.2147047	34.0448891	no
Housing	E	The Whole Child	https://www.thewholechild.org/	10155 Colima Road	10155 Colima Road, Whittier, 90603	Whittier	90603	(562) 692-0383	Therapy-Medi-Cal and family housing (for SPA 7)	457	-118.0108918	33.9436117	no
Housing	Various	Covenant House	https://covenanthousecalifornia.org/	1325 N. Western Ave	1325 N. Western Ave, Los Angeles, 90027	Los Angeles	90027	(323) 461-3131	Emergency shelter and transitional living residence, and permament supportive housing for homeless youth.	458	-118.3095278	34.0954759	no
Housing	Various	High Desert MACC	N/A	45150 60th St West.	45150 60th St West., Lancaster, 93536	Lancaster	93536	NA	93 beds and site to remain open until September 2020.	459	-118.2351392	34.7035903	no
Housing	Various	HOPICS	https://www.hopics.org/	5715 S. Broadway	5715 S. Broadway, Los Angeles, 90037	Los Angeles	90037	(323) 948-0444	Provides housing support services (motel vouchers, shelters, Sec 8), mental health services, employment assistance, and primary health care. Meal support only for their existing clients only. Broadway office open for assistance. 5849 Crocker St. Los Angeles, CA 90003 office is still open for assistance.	460	-118.2786112	33.9900727	no
